mysql> use DBMS_Lab;
Database changed
mysql> SELECT employee_id, first_name, last_name, salary
    -> FROM Employees
    -> WHERE is_active = TRUE
    ->   AND salary > 50000
    -> ORDER BY salary DESC;
+-------------+------------+-----------+-----------+
| employee_id | first_name | last_name | salary    |
|         716 | Charlie    | Doe       |  80439.16 |
|         476 | Alice      | Doe       |  80393.17 |
|         931 | Jane       | Smith     |  80319.87 |
|         784 | Charlie    | Smith     |  80286.58 |
|         588 | Alice      | Brown     |  80182.24 |
|         932 | Alice      | Taylor    |  80059.20 |
|         491 | John       | Johnson   |  80006.23 |
|          53 | Bob        | Brown     |  79993.80 |
|         556 | Charlie    | Doe       |  79810.03 |
|          82 | John       | Taylor    |  79555.78 |
|         707 | Jane       | Smith     |  79435.51 |
|         814 | John       | Brown     |  79424.87 |
|         681 | John       | Brown     |  79395.93 |
|         687 | Bob        | Johnson   |  78963.93 |
|         131 | Jane       | Johnson   |  78729.66 |
|         193 | Charlie    | Taylor    |  78501.05 |
|         530 | Alice      | Doe       |  78409.27 |
|         130 | Charlie    | Taylor    |  78208.30 |
|         801 | Alice      | Doe       |  78173.37 |
|         876 | Alice      | Smith     |  77978.80 |
|         384 | Charlie    | Johnson   |  77941.65 |
|         670 | John       | Smith     |  77873.93 |
|         366 | Alice      | Brown     |  77862.52 |
|         111 | Jane       | Doe       |  77815.65 |
|         303 | Bob        | Doe       |  77452.42 |
|         403 | Alice      | Taylor    |  77389.63 |
|          71 | Jane       | Brown     |  77100.12 |
|         565 | Charlie    | Brown     |  76701.55 |
|         446 | Charlie    | Brown     |  76672.10 |
|         432 | Charlie    | Johnson   |  76533.65 |
|         242 | John       | Johnson   |  76000.63 |
|         483 | Jane       | Taylor    |  75932.20 |
|         265 | John       | Johnson   |  75730.50 |
|         766 | Charlie    | Taylor    |  75582.84 |
|         552 | Jane       | Doe       |  75524.35 |
|         920 | Alice      | Brown     |  75491.69 |
|         316 | Bob        | Smith     |  75466.05 |
|         535 | Bob        | Johnson   |  75422.97 |
|          67 | Charlie    | Johnson   |  75388.12 |
|         837 | Bob        | Taylor    |  75373.00 |
|         454 | Bob        | Taylor    |  75101.21 |
|         524 | John       | Brown     |  75065.52 |
|         485 | Jane       | Taylor    |  75059.05 |
|         471 | Alice      | Taylor    |  74976.43 |
|         287 | Bob        | Doe       |  74615.02 |
|         114 | Alice      | Doe       |  74467.90 |
|          19 | John       | Brown     |  74384.16 |
|         218 | John       | Smith     |  74288.04 |
|          15 | John       | Johnson   |  74130.93 |
|          79 | Jane       | Smith     |  74087.75 |
|         760 | Alice      | Taylor    |  73868.62 |
|         952 | John       | Johnson   |  73861.55 |
|         417 | Jane       | Brown     |  73798.36 |
|         337 | Alice      | Doe       |  73597.18 |
|         740 | Bob        | Brown     |  73419.03 |
|         723 | Charlie    | Brown     |  73072.45 |
|         966 | Alice      | Taylor    |  73038.50 |
|         289 | Jane       | Taylor    |  73018.33 |
|          62 | Bob        | Smith     |  72961.60 |
|         664 | Jane       | Smith     |  72715.44 |
|         579 | John       | Smith     |  72442.39 |
|         804 | Bob        | Smith     |  72040.53 |
|         253 | John       | Taylor    |  71785.16 |
|         639 | John       | Smith     |  71663.79 |
|         908 | Charlie    | Brown     |  71593.54 |
|         950 | John       | Taylor    |  71572.30 |
|         922 | John       | Johnson   |  71426.86 |
|         534 | John       | Doe       |  71106.39 |
|         603 | John       | Brown     |  70934.83 |
|         708 | Bob        | Doe       |  70315.07 |
|         630 | Bob        | Smith     |  70311.99 |
|         799 | Alice      | Johnson   |  69828.64 |
|         778 | John       | Doe       |  69693.62 |
|         606 | Alice      | Johnson   |  69685.78 |
|          36 | Jane       | Brown     |  69680.73 |
|         683 | Alice      | Johnson   |  69415.45 |
|         828 | John       | Johnson   |  69340.81 |
|          30 | Bob        | Smith     |  69253.52 |
|         295 | Bob        | Brown     |  69046.62 |
|         103 | Jane       | Smith     |  68856.40 |
|         426 | Alice      | Johnson   |  68833.85 |
|           5 | Jane       | Brown     |  68647.60 |
|         161 | Jane       | Johnson   |  68597.47 |
|          42 | John       | Johnson   |  68516.17 |
|         304 | Jane       | Brown     |  68378.63 |
|         115 | John       | Johnson   |  68373.26 |
|         213 | Jane       | Doe       |  68361.79 |
|          74 | Alice      | Doe       |  68325.47 |
|         965 | Bob        | Taylor    |  68172.82 |
|         933 | John       | Brown     |  68171.90 |
|         867 | Charlie    | Smith     |  68065.70 |
|         819 | Charlie    | Johnson   |  68011.37 |
|         145 | Charlie    | Smith     |  67792.24 |
|         974 | Bob        | Smith     |  67764.09 |
|         201 | Bob        | Doe       |  67751.45 |
|         839 | Bob        | Taylor    |  67643.72 |
|         254 | John       | Brown     |  67385.36 |
|         489 | Charlie    | Smith     |  67340.06 |
|          72 | Bob        | Doe       |  67283.85 |
|         427 | Bob        | Brown     |  66851.08 |
|         895 | Bob        | Johnson   |  66518.38 |
|         601 | John       | Doe       |  66433.45 |
|         704 | Alice      | Doe       |  66260.92 |
|         237 | Alice      | Johnson   |  66131.11 |
|         378 | Bob        | Doe       |  66068.74 |
|         788 | Bob        | Smith     |  65788.14 |
|         335 | John       | Brown     |  65605.53 |
|         875 | Alice      | Johnson   |  65436.90 |
|         777 | John       | Doe       |  65411.42 |
|         623 | Alice      | Brown     |  65239.09 |
|         512 | Alice      | Doe       |  64624.51 |
|         462 | John       | Doe       |  64527.59 |
|         180 | Bob        | Smith     |  64434.80 |
|         904 | John       | Smith     |  64236.08 |
|         464 | John       | Johnson   |  63946.34 |
|         463 | Alice      | Taylor    |  63919.79 |
|         499 | John       | Doe       |  63437.99 |
|         627 | Jane       | Johnson   |  63137.58 |
|         255 | Alice      | Smith     |  63071.92 |
|         389 | John       | Johnson   |  62821.47 |
|         685 | John       | Taylor    |  62754.68 |
|         751 | John       | Taylor    |  62721.49 |
|          50 | Jane       | Brown     |  62430.20 |
|         967 | John       | Smith     |  62309.17 |
|         955 | Charlie    | Johnson   |  62200.12 |
|         916 | John       | Brown     |  62068.44 |
|         104 | Bob        | Johnson   |  62000.24 |
|         617 | Alice      | Brown     |  61987.70 |
|         324 | Jane       | Johnson   |  61914.64 |
|         628 | Bob        | Smith     |  61811.25 |
|         155 | John       | Taylor    |  61731.36 |
|          99 | Jane       | Smith     |  61561.83 |
|         798 | Jane       | Johnson   |  61048.61 |
|         404 | Jane       | Taylor    |  60578.75 |
|         745 | John       | Johnson   |  60556.05 |
|         313 | Charlie    | Doe       |  60542.12 |
|         690 | John       | Doe       |  60103.46 |
|         629 | Bob        | Doe       |  59836.35 |
|         978 | Jane       | Smith     |  59528.28 |
|          38 | Jane       | Doe       |  59494.50 |
|         881 | Jane       | Johnson   |  59453.99 |
|         422 | Charlie    | Smith     |  59314.15 |
|         653 | Jane       | Doe       |  59295.45 |
|         737 | John       | Brown     |  59281.54 |
|         272 | Jane       | Johnson   |  59168.24 |
|         585 | John       | Smith     |  59117.07 |
|         847 | Bob        | Johnson   |  58934.02 |
|         696 | Bob        | Taylor    |  58792.54 |
|         915 | Jane       | Brown     |  58695.29 |
|         302 | Jane       | Doe       |  58178.44 |
|         774 | Alice      | Taylor    |  58127.10 |
|         823 | John       | Johnson   |  58126.64 |
|         532 | Bob        | Brown     |  57907.89 |
|         469 | Alice      | Doe       |  57895.24 |
|         286 | Alice      | Doe       |  57589.53 |
|         963 | John       | Smith     |  57351.65 |
|         564 | Charlie    | Brown     |  57327.40 |
|         188 | Jane       | Doe       |  57308.97 |
|           8 | Alice      | Brown     |  57236.99 |
|         318 | Charlie    | Doe       |  57090.51 |
|          48 | John       | Taylor    |  57073.54 |
|         514 | Charlie    | Johnson   |  56963.50 |
|         935 | Alice      | Taylor    |  56575.32 |
|         377 | Jane       | Johnson   |  56250.17 |
|         356 | Jane       | Smith     |  56129.62 |
|         327 | Bob        | Johnson   |  56112.87 |
|         822 | Bob        | Taylor    |  56098.53 |
|         842 | Jane       | Doe       |  55925.57 |
|         393 | Jane       | Taylor    |  55786.58 |
|         980 | Charlie    | Smith     |  55512.21 |
|         122 | Bob        | Brown     |  55373.35 |
|         826 | Bob        | Brown     |  55146.41 |
|         120 | John       | Taylor    |  55134.36 |
|         986 | John       | Smith     |  55049.42 |
|         164 | John       | Smith     |  54982.13 |
|         179 | Jane       | Taylor    |  54792.30 |
|         106 | Jane       | Smith     |  54784.96 |
|         990 | Jane       | Doe       |  54710.39 |
|         274 | Alice      | Doe       |  54564.32 |
|         698 | Bob        | Brown     |  54537.87 |
|           2 | Alice      | Johnson   |  54512.40 |
|         857 | Charlie    | Taylor    |  54499.36 |
|         541 | Alice      | Johnson   |  54414.75 |
|         141 | Alice      | Smith     |  54404.97 |
|         888 | Jane       | Johnson   |  54334.12 |
|         326 | John       | Brown     |  54266.13 |
|         611 | Bob        | Brown     |  54098.57 |
|         296 | Charlie    | Doe       |  53682.24 |
|         167 | Alice      | Doe       |  53658.01 |
|         187 | John       | Taylor    |  53653.44 |
|         613 | Charlie    | Brown     |  53458.12 |
|         887 | Charlie    | Brown     |  53265.50 |
|         416 | Jane       | Johnson   |  53222.91 |
|         885 | Charlie    | Johnson   |  53155.74 |
|         329 | Alice      | Brown     |  53155.52 |
|          14 | Charlie    | Smith     |  53043.09 |
|          91 | Bob        | Smith     |  52896.56 |
|         906 | John       | Brown     |  52627.88 |
|         852 | Bob        | Smith     |  52502.68 |
|         460 | John       | Smith     |  52304.86 |
|         548 | Charlie    | Doe       |  52246.76 |
|         757 | Charlie    | Doe       |  52036.02 |
|          56 | Charlie    | Taylor    |  51953.78 |
|          24 | Charlie    | Taylor    |  51918.82 |
|         878 | Alice      | Smith     |  51474.81 |
|         923 | Alice      | Johnson   |  51437.90 |
|         355 | Charlie    | Smith     |  51122.49 |
|         755 | John       | Smith     |  51048.93 |
|         680 | Bob        | Brown     |  50969.94 |
|          86 | Charlie    | Johnson   |  50716.23 |
|         719 | Bob        | Brown     |  50694.25 |
|         984 | Alice      | Smith     |  50423.05 |
|         365 | Alice      | Taylor    |  50417.20 |
|         765 | Jane       | Johnson   |  50326.52 |
|          13 | John       | Smith     |  50254.95 |
|         656 | Alice      | Brown     |  50110.61 |
|         989 | Charlie    | Doe       |  50004.73 |
|          83 | John       | Doe       |  50003.96 |
+-------------+------------+-----------+-----------+
357 rows in set (0.00 sec)

mysql> 
mysql> SELECT employee_id, CONCAT(first_name, ' ', last_name) AS full_name, hire_date
    -> FROM Employees
    -> WHERE hire_date BETWEEN '2012-01-01' AND '2018-12-31';
+-------------+-----------------+------------+
| employee_id | full_name       | hire_date  |
+-------------+-----------------+------------+
|           2 | Alice Johnson   | 2014-10-09 |
|           6 | John Doe        | 2014-03-30 |
|           8 | Alice Brown     | 2014-01-08 |
|          13 | John Smith      | 2016-10-11 |
|          25 | Bob Brown       | 2015-07-25 |
|          29 | Alice Taylor    | 2018-09-16 |
|          30 | Bob Smith       | 2014-06-08 |
|          32 | Charlie Smith   | 2013-01-09 |
|          36 | Jane Brown      | 2013-11-14 |
|          38 | Jane Doe        | 2012-07-17 |
|          39 | Charlie Johnson | 2013-01-12 |
|          42 | John Johnson    | 2014-05-03 |
|          43 | Bob Taylor      | 2018-12-13 |
|          49 | Alice Smith     | 2018-11-06 |
|          50 | Jane Brown      | 2012-11-15 |
|          56 | Charlie Taylor  | 2018-11-18 |
|          59 | Charlie Taylor  | 2012-04-16 |
|          60 | Alice Johnson   | 2015-11-27 |
|          62 | Bob Smith       | 2014-11-06 |
|          67 | Charlie Johnson | 2015-04-14 |
|          68 | Charlie Smith   | 2017-11-07 |
|          70 | Charlie Doe     | 2016-10-16 |
|          76 | Jane Johnson    | 2015-11-14 |
|          82 | John Taylor     | 2014-09-20 |
|          83 | John Doe        | 2016-08-08 |
|          87 | Jane Smith      | 2015-05-29 |
|          88 | John Johnson    | 2018-07-06 |
|          89 | Bob Doe         | 2014-02-16 |
|          91 | Bob Smith       | 2014-03-07 |
|          93 | Charlie Smith   | 2016-02-12 |
|          95 | Bob Brown       | 2012-01-06 |
|          99 | Jane Smith      | 2013-03-13 |
|         104 | Bob Johnson     | 2015-02-12 |
|         106 | Jane Smith      | 2016-12-12 |
|         109 | Alice Doe       | 2013-07-13 |
|         111 | Jane Doe        | 2017-11-02 |
|         120 | John Taylor     | 2012-10-01 |
|         121 | Jane Johnson    | 2014-07-11 |
|         123 | Alice Brown     | 2015-07-10 |
|         124 | Alice Taylor    | 2015-05-28 |
|         130 | Charlie Taylor  | 2017-01-14 |
|         138 | Jane Doe        | 2018-06-05 |
|         141 | Alice Smith     | 2014-11-26 |
|         142 | Bob Doe         | 2013-01-09 |
|         144 | Alice Johnson   | 2018-01-12 |
|         149 | Jane Smith      | 2015-10-16 |
|         152 | Charlie Johnson | 2016-01-22 |
|         155 | John Taylor     | 2012-08-14 |
|         161 | Jane Johnson    | 2017-01-16 |
|         164 | John Smith      | 2017-04-18 |
|         167 | Alice Doe       | 2017-11-16 |
|         177 | Bob Johnson     | 2015-06-01 |
|         180 | Bob Smith       | 2012-02-13 |
|         184 | John Smith      | 2013-04-01 |
|         188 | Jane Doe        | 2018-06-03 |
|         193 | Charlie Taylor  | 2012-03-04 |
|         194 | Jane Brown      | 2013-08-06 |
|         201 | Bob Doe         | 2013-10-14 |
|         207 | Bob Smith       | 2012-09-09 |
|         212 | Charlie Taylor  | 2017-10-03 |
|         218 | John Smith      | 2017-01-12 |
|         222 | John Brown      | 2017-10-26 |
|         223 | John Doe        | 2017-12-23 |
|         224 | John Taylor     | 2017-08-04 |
|         231 | Bob Smith       | 2013-12-03 |
|         236 | John Brown      | 2012-10-07 |
|         253 | John Taylor     | 2014-07-17 |
|         259 | Alice Doe       | 2017-07-17 |
|         264 | Charlie Taylor  | 2013-01-04 |
|         271 | Charlie Smith   | 2015-12-11 |
|         272 | Jane Johnson    | 2012-05-19 |
|         277 | Jane Johnson    | 2016-08-03 |
|         278 | John Smith      | 2016-07-20 |
|         286 | Alice Doe       | 2015-02-22 |
|         289 | Jane Taylor     | 2012-03-12 |
|         290 | Bob Brown       | 2018-12-30 |
|         291 | Jane Brown      | 2013-07-03 |
|         293 | John Smith      | 2014-01-05 |
|         295 | Bob Brown       | 2016-09-27 |
|         296 | Charlie Doe     | 2015-02-25 |
|         298 | Charlie Smith   | 2013-05-04 |
|         302 | Jane Doe        | 2018-02-05 |
|         303 | Bob Doe         | 2017-08-28 |
|         304 | Jane Brown      | 2015-08-07 |
|         305 | Alice Doe       | 2015-03-25 |
|         320 | Bob Johnson     | 2017-11-08 |
|         324 | Jane Johnson    | 2015-08-14 |
|         326 | John Brown      | 2014-05-28 |
|         329 | Alice Brown     | 2017-05-17 |
|         333 | Charlie Doe     | 2016-02-16 |
|         334 | Bob Brown       | 2015-02-27 |
|         335 | John Brown      | 2018-07-18 |
|         336 | Bob Doe         | 2017-08-09 |
|         337 | Alice Doe       | 2016-07-07 |
|         338 | John Smith      | 2018-02-06 |
|         340 | Alice Taylor    | 2017-11-08 |
|         344 | Alice Smith     | 2014-08-27 |
|         347 | Charlie Brown   | 2014-12-17 |
|         353 | Charlie Taylor  | 2017-02-11 |
|         354 | Alice Doe       | 2017-10-22 |
|         356 | Jane Smith      | 2017-11-26 |
|         364 | Jane Doe        | 2012-04-20 |
|         366 | Alice Brown     | 2017-06-15 |
|         377 | Jane Johnson    | 2014-10-28 |
|         378 | Bob Doe         | 2015-10-30 |
|         382 | John Doe        | 2013-05-19 |
|         384 | Charlie Johnson | 2012-03-08 |
|         388 | Charlie Johnson | 2018-06-19 |
|         393 | Jane Taylor     | 2014-03-03 |
|         394 | Alice Doe       | 2015-09-30 |
|         401 | Alice Doe       | 2015-10-27 |
|         403 | Alice Taylor    | 2017-12-03 |
|         405 | John Taylor     | 2018-01-27 |
|         410 | Charlie Taylor  | 2015-01-02 |
|         411 | Jane Johnson    | 2014-02-24 |
|         416 | Jane Johnson    | 2012-06-25 |
|         417 | Jane Brown      | 2017-05-12 |
|         422 | Charlie Smith   | 2016-02-14 |
|         425 | Bob Doe         | 2015-04-30 |
|         426 | Alice Johnson   | 2012-07-08 |
|         428 | Jane Doe        | 2018-11-26 |
|         433 | Bob Doe         | 2013-11-19 |
|         444 | Bob Doe         | 2013-01-25 |
|         448 | Charlie Doe     | 2017-03-03 |
|         449 | Bob Smith       | 2016-10-18 |
|         460 | John Smith      | 2017-11-22 |
|         462 | John Doe        | 2018-08-24 |
|         463 | Alice Taylor    | 2015-08-17 |
|         469 | Alice Doe       | 2014-12-01 |
|         470 | Charlie Doe     | 2015-05-25 |
|         485 | Jane Taylor     | 2014-03-26 |
|         490 | Alice Brown     | 2012-01-27 |
|         494 | John Johnson    | 2013-05-05 |
|         498 | Charlie Taylor  | 2014-10-31 |
|         499 | John Doe        | 2016-06-05 |
|         513 | John Brown      | 2013-06-04 |
|         514 | Charlie Johnson | 2017-06-08 |
|         519 | Bob Johnson     | 2015-04-14 |
|         524 | John Brown      | 2016-02-12 |
|         525 | Jane Johnson    | 2016-11-22 |
|         530 | Alice Doe       | 2014-12-26 |
|         533 | Jane Doe        | 2016-07-19 |
|         534 | John Doe        | 2014-02-04 |
|         535 | Bob Johnson     | 2016-10-02 |
|         540 | John Johnson    | 2017-07-23 |
|         541 | Alice Johnson   | 2014-11-19 |
|         551 | John Johnson    | 2017-12-09 |
|         556 | Charlie Doe     | 2014-04-08 |
|         557 | Alice Smith     | 2018-03-21 |
|         559 | John Doe        | 2014-01-07 |
|         560 | Alice Doe       | 2014-09-15 |
|         564 | Charlie Brown   | 2012-11-01 |
|         565 | Charlie Brown   | 2012-06-26 |
|         570 | Alice Doe       | 2015-04-24 |
|         575 | Bob Smith       | 2017-09-02 |
|         577 | Alice Doe       | 2017-08-11 |
|         579 | John Smith      | 2015-12-04 |
|         585 | John Smith      | 2018-04-11 |
|         588 | Alice Brown     | 2015-04-14 |
|         596 | Charlie Taylor  | 2015-07-23 |
|         606 | Alice Johnson   | 2013-04-26 |
|         607 | Alice Brown     | 2012-12-24 |
|         614 | Charlie Johnson | 2013-12-08 |
|         618 | John Brown      | 2017-06-19 |
|         620 | John Johnson    | 2017-10-09 |
|         621 | Bob Johnson     | 2015-10-07 |
|         622 | John Smith      | 2014-10-12 |
|         623 | Alice Brown     | 2012-11-30 |
|         626 | Jane Brown      | 2016-09-21 |
|         627 | Jane Johnson    | 2013-04-25 |
|         629 | Bob Doe         | 2014-07-27 |
|         634 | Bob Taylor      | 2017-01-03 |
|         637 | Jane Johnson    | 2018-04-22 |
|         639 | John Smith      | 2012-02-12 |
|         647 | Jane Brown      | 2015-10-05 |
|         652 | Alice Johnson   | 2017-07-16 |
|         656 | Alice Brown     | 2013-10-19 |
|         662 | Charlie Brown   | 2013-02-16 |
|         663 | John Brown      | 2013-10-18 |
|         670 | John Smith      | 2012-09-05 |
|         694 | Bob Brown       | 2014-03-29 |
|         696 | Bob Taylor      | 2015-08-15 |
|         698 | Bob Brown       | 2015-01-15 |
|         706 | John Doe        | 2014-01-11 |
|         716 | Charlie Doe     | 2014-12-31 |
|         723 | Charlie Brown   | 2014-02-06 |
|         724 | Charlie Smith   | 2015-09-03 |
|         742 | Jane Brown      | 2014-04-06 |
|         745 | John Johnson    | 2012-06-28 |
|         746 | Alice Smith     | 2018-12-07 |
|         750 | Alice Doe       | 2012-12-26 |
|         751 | John Taylor     | 2016-03-11 |
|         754 | Jane Brown      | 2016-11-22 |
|         755 | John Smith      | 2012-01-04 |
|         763 | Jane Taylor     | 2015-12-31 |
|         764 | Charlie Smith   | 2018-06-11 |
|         769 | Bob Taylor      | 2015-12-27 |
|         777 | John Doe        | 2013-04-16 |
|         778 | John Doe        | 2014-01-17 |
|         781 | John Taylor     | 2012-03-29 |
|         784 | Charlie Smith   | 2012-10-17 |
|         787 | Jane Doe        | 2013-03-29 |
|         788 | Bob Smith       | 2013-02-22 |
|         789 | John Doe        | 2012-10-03 |
|         798 | Jane Johnson    | 2015-02-11 |
|         801 | Alice Doe       | 2018-03-30 |
|         804 | Bob Smith       | 2016-11-17 |
|         808 | Jane Taylor     | 2014-01-28 |
|         812 | Jane Taylor     | 2015-11-08 |
|         814 | John Brown      | 2012-10-30 |
|         816 | Jane Taylor     | 2017-08-26 |
|         817 | Bob Taylor      | 2016-01-01 |
|         819 | Charlie Johnson | 2016-04-23 |
|         826 | Bob Brown       | 2015-04-03 |
|         828 | John Johnson    | 2018-11-05 |
|         837 | Bob Taylor      | 2016-11-16 |
|         846 | Bob Smith       | 2015-02-15 |
|         850 | Alice Johnson   | 2016-11-04 |
|         856 | Jane Doe        | 2012-05-20 |
|         863 | Bob Smith       | 2013-01-12 |
|         864 | Alice Doe       | 2017-08-21 |
|         868 | Bob Brown       | 2017-12-29 |
|         872 | John Taylor     | 2013-08-23 |
|         875 | Alice Johnson   | 2016-01-15 |
|         878 | Alice Smith     | 2015-01-26 |
|         885 | Charlie Johnson | 2016-11-24 |
|         891 | Alice Taylor    | 2015-10-15 |
|         893 | Jane Brown      | 2014-08-31 |
|         894 | Charlie Brown   | 2015-11-16 |
|         895 | Bob Johnson     | 2012-10-07 |
